 

stn    time           nto002d0  tre200dx  tre200d0  rre150d0  hns000d0
ALT    20091207              0       6.2       4.3       9.6         0
ALT    20091208              0       7.8       5.8       0.8         0
ALT    20091209              0       6.8       2.2       0.0         0
ALT    20091210              0       9.6       4.1       5.4         0
ALT    20091211              0       8.3       5.0       2.8         0
ALT    20091212              0       4.0       3.3       0.0         0
ALT    20091213              0       2.2       1.3       0.2         0
ALT    20091214              0       1.2      -0.1       0.0         0
ALT    20091215              0      -0.3      -1.1       0.0         0
ALT    20091216              0      -1.4      -2.2       0.0         0
ALT    20091217              0      -1.7      -3.4       0.0         0
ALT    20091218              0      -0.6      -3.3       0.0         0
ALT    20091219              0      -2.4      -4.9       2.0         3
ALT    20091220              0      -0.3      -6.4       2.4         0
ALT    20091221              0       9.0       3.5       0.0         0
ALT    20091222              0      13.3      11.0       1.7         0
ALT    20091223              0       7.3       5.2       1.7         0
ALT    20091224              0      16.8       8.4       2.9         0
ALT    20091225              0      11.5       6.2       1.7         0
ALT    20091226              0       3.3      -0.2       0.0         0
ALT    20091227              0       3.7       0.8       0.1         0
ALT    20091228              0       4.1       1.4       0.5         0
ALT    20091229              0       9.0       4.5       4.3         0
ALT    20091230              0      11.2       6.8       2.5         0
ALT    20091231              0       7.8       4.8       2.2         0
ALT    20100101              0       5.6       2.9       2.9         0
ALT    20100102              0       3.1      -1.3       0.2         0
ALT    20100103              1      -1.2      -5.6       0.0         0
ALT    20100104              0      -0.7      -2.8       1.1         5
ALT    20100105              0      -1.1      -1.6       0.0         0
ALT    20100106              0       0.3      -1.0       0.0         0
ALT    20100107              0       0.2      -2.5       0.5         1
ALT    20100108              0       0.4      -1.2       0.3         2
ALT    20100109              0      -1.1      -1.9       0.8         2
ALT    20100110              0      -1.5      -2.2       0.0         0
ALT    20100111              0      -1.3      -2.7       0.1         0
ALT    20100112              0       6.3      -1.4       0.1         0
ALT    20100113              0       6.5       1.3       0.1         0
ALT    20100114              0       3.1       0.8       0.0         0
ALT    20100115              0       3.3       0.7       0.0         0
ALT    20100116              0       2.2      -0.4       1.0         0
ALT    20100117              0       8.2       3.7       0.9         0
ALT    20100118              0       6.4       1.6       0.0         0
ALT    20100119              1       2.9      -1.4       0.0         0
ALT    20100120              0       0.5      -1.3       2.0         4
ALT    20100121              0       4.1       0.7       0.0         0
ALT    20100122              1       3.8      -1.4       0.0         0
ALT    20100123              0       2.1      -2.1       0.0         0
ALT    20100124              0       3.0      -1.2       0.0         0
ALT    20100125              0       4.3       1.5       0.0         0
ALT    20100126              0       2.5       0.8       0.0         1
ALT    20100127              0      -1.7      -2.1       1.6         3
ALT    20100128              0       2.5      -1.0       9.4        23
ALT    20100129              0       2.2       0.0       2.9         3
ALT    20100130              0       2.4      -0.4       2.1         2
